0	1	14000
1	1	14003
2	1	14007
3	1	14010
4	1	14050
5	1	14093
6	1	14096
7	1	14117
8	1	14139
9	1	14142
10	2	14012
11	2	14014
12	2	14015
13	2	14016
14	2	14018
15	2	14020
16	2	14022
17	2	14023
18	2	14048
19	2	14137
20	3	14024
21	3	14025
22	3	14028
23	3	14030
24	3	14031
25	3	14035
26	3	14092
27	3	14097
28	3	14145
29	3	14543
30	4	14036
31	4	14037
32	4	14039
33	4	14040
34	4	14042
35	4	14043
36	4	14045
37	4	14046
38	4	14100
39	4	14148
40	5	14155
41	5	14167
42	5	14191
43	5	14173
44	5	14504
45	5	14526
46	5	14529
47	5	14548
48	5	14554
49	5	14558
50	6	14065
51	6	14160
52	6	14163
53	6	14164
54	6	14511
55	6	14513
56	6	14515
57	6	14518
58	6	14545
59	6	14556
60	7	14069
61	7	14087
62	7	14113
63	7	14116
64	7	14126
65	7	14127
66	7	14136
67	7	14171
68	7	14208
69	7	14509
70	8	14053
71	8	14056
72	8	14064
73	8	14077
74	8	14115
75	8	14132
76	8	14157
77	8	14188
78	8	14207
79	8	14521
80	9	14054
81	9	14089
82	9	14112
83	9	14133
84	9	14149
85	9	14152
86	9	14154
87	9	14159
88	9	14205
89	9	14507
90	10	14052
99	10	14547
100	1	110300
101	1	113688
