0	1	12103
1	1	12115
2	1	12132
3	1	12138
4	1	12148
5	1	12152
6	1	12205
7	1	12211
8	1	12229
9	1	12243
10	2	12181
11	2	12183
12	2	12184
13	2	12198
14	2	12199
15	2	12200
16	2	12311
17	2	12312
18	2	12314
19	2	12317
20	3	11536
21	3	11545
22	3	11548
23	3	12160
24	3	12162
25	3	12190
26	3	12295
27	3	12299
28	3	12310
29	3	12356
30	4	11532
31	4	11538
32	4	11549
33	4	11550
34	4	11635
35	4	11652
36	4	11647
37	4	11671
38	4	12176
39	4	12179
40	5	11099
41	5	11101
42	5	12165
43	5	12166
44	5	12167
45	5	12168
46	5	12174
47	5	12304
48	5	12305
49	5	12308
50	6	15179
51	6	15180
52	6	15181
53	6	15182
54	6	15183
55	6	15184
56	6	15186
57	6	15197
58	6	15219
59	6	15229
60	7	15009
61	7	15021
62	7	15030
63	7	15046
64	7	15055
65	7	15077
66	7	15086
67	7	15108
68	7	15131
69	7	15148
70	8	11170
71	8	11173
72	8	11174
73	8	11179
74	8	11184
75	8	12316
76	8	12329
77	8	12348
78	8	12349
79	8	12353
80	9	11680
81	9	11681
82	9	11682
83	9	11683
84	9	11684
85	9	12341
86	9	12345
87	9	12346
88	9	12350
89	9	12351
90	10	10070
91	10	10071
92	10	10072
93	10	10085
94	10	10087
95	10	10091
96	10	11150
97	10	11153
98	10	11189
99	10	11196
100	1	110300
101	1	113688
