0	777	2	2	7	20	*	*	*
0	777	2	2	7	20	*	*	*
0	402	2	3	*	*	*	*	*
0	4300	2	2	*	*	*	*	*
0	555	2	2	7	20	*	*	*
0	1459	4	1	*	*	*	*	*
0	1461	4	1	*	*	*	*	*
0	1463	4	2	*	*	*	*	*
0	1465	4	1	*	*	*	*	*
0	1467	4	2	*	*	*	*	*
0	1469	4	3	*	*	*	*	*
0	1471	4	3	*	*	*	*	*
0	1473	4	4	*	*	*	*	*
0	1475	4	5	*	*	*	*	*
0	1477	4	5	*	*	*	*	*
0	1479	4	6	*	*	*	*	*
0	1481	4	7	*	*	*	*	*
0	100	2	3	12	24,25	*	*	*
0	300	2	3	12	24,25	*	*	*
0	400	2	6	12	24,25	*	*	*
0	1000	2	2	12	24,25	*	*	*
0	1500	2	2	12	24,25	*	*	*
0	2000	2	2	12	24,25	*	*	*
0	2300	2	2	12	24,25	*	*	*
0	2400	2	2	12	24,25	*	*	*
0	2100	2	2	12	24,25	*	*	*
0	2200	2	2	12	24,25	*	*	*
0	15201	2	2	12	24,25	*	*	*
0	15203	2	2	12	24,25	*	*	*
0	15301	2	2	12	24,25	*	*	*
0	15303	2	2	12	24,25	*	*	*
0	15507	2	2	12	24,25	*	*	*
0	15508	2	2	12	24,25	*	*	*
0	3200	2	1	12	24,25	*	*	*
0	3000	2	1	12	24,25	*	*	*
0	13002	2	1	12	24,25	*	*	*
0	13004	2	1	12	24,25	*	*	*
0	13006	2	1	12	24,25	*	*	*
0	13008	2	1	12	24,25	*	*	*
0	13009	2	1	12	24,25	*	*	*
0	13010	2	1	12	24,25	*	*	*
0	13014	2	1	12	24,25	*	*	*
0	3300	2	1	12	24,25	*	*	*
0	4000	2	3	12	24,25	*	*	*
0	4100	2	3	12	24,25	*	*	*
0	4200	2	3	12	24,25	*	*	*
0	4201	2	3	12	24,25	*	*	*
0	4300	2	3	12	24,25	*	*	*
0	401	2	7	*	*	*	*	*
0	1000	4	2	7	26	12	0	600
0	1500	4	2	7	26	*	*	*
0	1500	4	1	7	27	*	*	*
0	1500	4	1	7	28	*	*	*
0	33219	2	2	12	24,25	*	*	*
0	40000	2	2	12	24,25	*	*	*
0	40001	2	2	12	24,25	*	*	*
0	40002	2	2	12	24,25	*	*	*
0	40005	2	2	12	24,25	*	*	*
0	40006	2	2	12	24,25	*	*	*
0	40007	2	2	12	24,25	*	*	*
0	41000	2	2	12	24,25	*	*	*
0	41009	2	2	12	24,25	*	*	*
0	41019	2	2	12	24,25	*	*	*
0	41022	2	2	12	24,25	*	*	*
0	43000	2	4	12	24,25	*	*	*
0	43100	2	2	12	24,25	*	*	*
0	43200	2	2	12	24,25	*	*	*
0	59500	2	2	12	24,25	*	*	*
0	59501	2	2	12	24,25	*	*	*
0	59502	2	1	12	24,25	*	*	*
0	59520	2	2	12	24,25	*	*	*
0	59521	2	2	12	24,25	*	*	*
0	59510	2	2	12	24,25	*	*	*
0	59505	2	4	12	24,25	*	*	*
0	59506	2	4	12	24,25	*	*	*
0	59507	2	4	12	24,25	*	*	*
0	59508	2	4	12	24,25	*	*	*
0	59519	2	3	12	24,25	*	*	*
0	59524	2	2	12	24,25	*	*	*
0	59526	2	3	12	24,25	*	*	*
0	59527	2	2	12	24,25	*	*	*
0	59528	2	4	12	24,25	*	*	*
0	59529	2	5	12	24,25	*	*	*
0	59522	2	3	12	24,25	*	*	*
0	59504	2	2	12	24,25	*	*	*
0	43500	2	2	12	24,25	*	*	*
0	43600	2	2	12	24,25	*	*	*
0	43700	2	2	12	24,25	*	*	*
0	43800	2	2	12	24,25	*	*	*
0	43900	2	2	12	24,25	*	*	*
0	59503	2	1	12	24,25	*	*	*
0	34007	1	4	*	*	*	*	*
0	981	4	2	*	*	*	*	2
0	982	4	2	*	*	*	*	2
0	983	4	2	*	*	*	*	2
0	984	4	2	*	*	*	*	2
0	985	4	2	*	*	*	*	2
0	986	4	2	*	*	*	*	2
0	987	4	2	*	*	*	*	2
0	988	4	2	*	*	*	*	2
0	989	4	2	*	*	*	*	2
0	990	4	2	*	*	*	*	2
