单手剑？	单手剑										0	20016		0		0	1	2	0	1	1	1	1	100	9999	9999			0	0	8	12	0	0																																																						0	0	1			0	140000	170000	50	0	0			0
单手剑？	短剑										1	20055		0		0	1	2	0	1	1	1	1	100	9999	9999			0	0	0	0	0	0																																																						0	1	0			0	140000	170001	50	0	0			0
单手剑？	小刀										2	20016		0		0	1	2	0	1	1	1	1	0	9999	9999			0	0	11	15	0	0																																																						0	0	1			0	140000	170002	45	0	0			0
单手剑？	阔剑										3	20015	280	0		0	1	2	0	1	1	1	1	100	9999	9999			0	0	18	36	0	0																																																						0	0	1			1	140000	170003	50	0	0			0
单手剑？	可铃剑										4	20045		0		0	1	2	0	1	1	1	1	0	9999	9999			0	0	18	18	0	0																																																						0	0	1			0	140000	170004	0	0	0			0
单手剑？	叶片刀										5	20055		0		0	1	2	0	1	1	1	1	0	9999	9999			0	0	20	20	0	0																																																						0	0	1			0	140000	170005	0	0	0			0
单手剑？	平凡小刀										6	20091		0		0	1	2	0	1	1	1	1	0	9999	9999			0	0	20	24	0	0																																																						0	0	1			0	140000	170006	0	0	0			0
单手剑？	燕尾剑										7	20004	1000	0		0	1	2	0	1	1	1	1	0	9999	9999			0	0	12	12	0	0																																																						0	0	1			0	140000	170007	0	0	1			0
单手剑？	长剑										8	20043	220	0		0	1	2	0	1	1	1	1	100	9999	9999			0	0	12	24	0	0																																																						0	0	1			1	140000	170008	50	0	0			0
双手剑？	徒手剑										9	20001		0		1	1	2	0	1	1	1	1	0	9999	9999			0	0	28	28	0	0																																																						0	0	1			0	140000	170009	0	0	0			0
单手剑？	克里斯剑										10	20056		0		0	1	2	0	1	1	1	2	100	9999	9999			0	0	18	22	0	0																																																						0	0	1			0	140000	170010	45	0	0			0
单手剑？	尖端剑										11	20017		0		0	1	2	0	1	1	1	2	100	9999	9999			0	0	22	26	0	0																																																						0	0	1			0	140000	170011	50	0	0			0
单手剑？	钢剑										12	20015		0		0	1	2	0	1	1	1	2	0	9999	9999			0	0	34	34	0	0																																																						0	0	1			0	140000	170012	0	0	0			0
单手剑？	卡塔纳刀										13	20091		0		0	1	2	0	1	1	1	2	0	9999	9999			0	0	36	36	0	0																																																						0	0	1			0	140000	170013	0	0	0			0
单手剑？	利刃弯刀										14	20063	2000	0		0	1	2	0	1	1	1	2	100	9999	9999			0	0	26	26																																																								0	0	1			0	140000	170014	0	0	1			0
单手剑？	直刀										15	20091		0		0	1	2	0	1	1	1	2	0	9999	9999			0	0	40	40	0	0																																																						0	0	1			0	140000	170015	0	0	0			0
单手剑？	突刺剑										16	20004	350	0		0	1	2	0	1	1	1	2	100	9999	9999			0	0	26	48	0	0																																																						0	0	1			1	140000	170016	30	0	0			0
单手剑？	塔库巴之剑										17	20064		0		0	1	2	0	1	1	1	2	0	9999	9999			0	0	44	44	0	0																																																						0	0	1			0	140000	170017	0	0	0			0
单手剑？	火蛇剑										18	20041	500	0		0	1	2	0	1	1	1	2	100	9999	9999			0	0	33	60	0	0																																																						0	0	1			1	140000	170018	30	0	0			0
单手剑？	慈悲之剑										19	20043		0		0	1	2	0	1	1	1	2	0	9999	9999			0	0	48	48	0	0																																																						0	0	1			0	140000	170019	0	0	0			0
单手剑？	尖柄短剑										20	20056	4000	0		0	1	2	0	1	1	1	3	100	9999	9999			0	0	43	43	0	0																																																						0	0	1			0	140000	170020	0	0	1			0
单手剑？	重头刀										21	20055		0		0	1	2	0	1	1	1	3	100	9999	9999			0	0	32	36	0	0																																																						0	0	1			0	140000	170021	50	0	0			0
单手剑？	面包剑										22	20054	600	0		0	1	2	0	1	1	1	3	100	9999	9999			0	0	43	72	0	0																																																						0	0	1			1	140000	170022	20	0	0			0
单手剑？	水手刀										23	20018		0		0	1	2	0	1	1	1	3	0	9999	9999			0	0	56	56	0	0																																																						0	0	1			0	140000	170023	0	0	0			0
单手剑？	弯刀										24	20063		0		0	1	2	0	1	1	1	3	0	9999	9999			0	0	58	58	0	0																																																						0	0	1			0	140000	170024	0	0	0			0
单手剑？	菜刀										25	20091		0		0	1	2	0	1	1	1	3	0	9999	9999			0	0	60	60	0	0																																																						0	0	1			0	140000	170025	0	0	0			0
单手剑？	斗龙之剑										26	20001		0		0	1	2	0	1	1	1	3	0	9999	9999			0	0	62	62	0	0																																																						0	0	1			0	140000	170026	0	0	0			0
单手剑？	森林之剑										27	20049		0		0	1	2	0	1	1	1	3	0	9999	9999			0	0	64	64	0	0																																																						0	0	1			0	140000	170027	0	0	0			0
双手剑？	双手剑										28	20094	700	0		1	1	2	0	1	1	1	3	100	9999	9999			0	0	50	84	0	0																																																						0	0	1			1	140000	170028	20	0	0			0
单手剑？	口袋剑										29	20012		0		0	1	2	0	1	1	1	3	0	9999	9999			0	0	68	68	0	0																																																						0	0	1			0	140000	170029	0	0	0			0
单手剑？	青铜重剑										30	20017	1000	0		0	1	2	0	1	1	1	4	100	9999	9999			0	0	38	42	0	0																																																						0	0	1			0	140000	170030	30	0	0			0
单手剑？	弯刀										31	20024	10000	0		0	1	2	0	1	1	1	4	100	9999	9999			0	0	62	62	0	0																																																						0	0	1			0	140000	170031	0	0	1			0
单手剑？	卡拉卡斯之剑										32	20054		0		0	1	2	0	1	1	1	4	0	9999	9999			0	0	74	74	0	0																																																						0	0	1			0	140000	170032	0	0	0			0
单手剑？	优雅之剑										33	20025		0		0	1	2	0	1	1	1	4	0	9999	9999			0	0	76	76	0	0																																																						0	0	1			0	140000	170033	0	0	0			0
单手剑？	圆月弯刀										34	20063		0		0	1	2	0	1	1	1	4	0	9999	9999			0	0	78	78	0	0																																																						0	0	1			0	140000	170034	0	0	0			0
单手剑？	日本刀										35	20091		0		0	1	2	0	1	1	1	4	0	9999	9999			0	0	80	80	0	0																																																						0	0	1			0	140000	170035	0	0	0			0
单手剑？	皮普胁之剑										36	20041		0		0	1	2	0	1	1	1	4	0	9999	9999			0	0	82	82	0	0																																																						0	0	1			0	140000	170036	0	0	0			0
单手剑？	双刃长剑										37	20049	800	0		0	1	2	0	1	1	1	4	100	9999	9999			0	0	62	96	0	0																																																						0	0	1			1	140000	170037	10	0	0			0
双手剑？	重刀										38	20094		0		1	1	2	0	1	1	1	4	0	9999	9999			0	0	86	86	0	0																																																						0	0	1			0	140000	170038	0	0	0			0
单手剑？	锁刃剑										39	20051	900	0		0	1	2	0	1	1	1	4	100	9999	9999			0	0	70	108	0	0																																																						0	0	1			1	140000	170039	10	0	0			0
单手剑？	步兵小剑										40	20017	20000	0		0	1	2	0	1	1	1	5	0	9999	9999			0	0	84	84	0	0																																																						0	0	1			0	140000	170040	0	0	1			0
