110300	3	1
110301	3	1
110302	3	1
110303	3	1
110304	3	1
110305	3	1
110306	3	1
110307	3	1
110308	9	1
110309	7	1
110310	7	1
110311	7	1
110312	7	1
110313	6	1
110314	6	1
110315	6	1
110316	6	1
110317	1	1
110318	1	1
110319	1	1
110320	1	1
110321	4	1
110322	4	1
110323	4	1
110324	4	1
110326	0	1
110327	0	1
110328	0	1
110329	0	1
110334	2	1
110335	2	1
110336	2	1
110337	2	1
110342	8	1
110343	8	1
110344	8	1
110345	8	1
110380	6	1
110381	6	1
110382	6	1
110383	6	1
110388	5	1
110389	5	1
110390	5	1
110391	5	1
110396	9	1
110397	9	1
110398	9	1
110399	9	1
110766	9	1
110376	9	1
110377	5	1
110378	9	1
110379	9	1
110526	2	1
110527	2	1
110531	2	1
110528	2	1
110529	3	1
110530	3	1
110540	3	1
110541	3	1
110539	3	1
110538	3	1
110542	4	1
110543	4	1
110548	7	1
110549	7	1
110546	7	1
110544	7	1
110545	8	1
110547	8	1
110554	8	1
110550	8	1
110551	8	1
110552	8	1
110553	9	1
110555	9	1
110561	5	1
110556	5	1
110558	5	1
110560	5	1
110557	6	1
110559	6	1
110572	3	1
110571	3	1
110573	3	1
110568	3	1
110569	4	1
110570	4	1
110595	1	1
110594	1	1
110593	1	1
110592	1	1
110596	2	1
110597	2	1
110773	2	1
110772	2	1
110771	2	1
110770	2	1
110774	3	1
110775	3	1
110776	6	1
110777	6	1
110778	6	1
110781	6	1
110779	7	1
110780	7	1
110579	8	1
110581	8	1
110578	8	1
110574	8	1
110575	9	1
110576	9	1
110577	9	1
110580	9	1
110582	9	1
110583	9	1
110584	9	1
110585	9	1
110505	7	1
110506	7	1
110507	7	1
110508	7	1
110511	1	1
110510	1	1
110509	1	1
110512	1	1
110513	2	1
110514	2	1
