1	1	1	1	0	0	45	50	1	3	2	1	0	0	14000	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	
1	1	1	2	0	0	48	49	1	3	2	1	0	0	14000	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	
1	1	1	3	0	0	46	42	1	3	2	1	0	0	14000	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	
2	2	1	4	0	0	90	34	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	9	0	
2	2	1	5	0	0	71	91	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	2	1	6	0	0	33	68	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	2	1	7	0	0	56	68	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	2	1	8	0	0	97	99	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	2	1	9	0	0	80	82	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	2	1	10	0	0	81	63	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	2	1	11	0	0	87	62	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	2	1	12	0	0	66	30	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	2	1	13	0	0	33	77	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	2	1	14	0	0	67	89	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	2	1	15	0	0	75	54	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	2	1	16	0	0	36	45	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
