Warp	 	1	1	1	1	1	1	1	12	29	12	29	12	29	12	29	0	0	0	17954	0	1	0	0|11012|7|23|15|0|0|0|0|0|0|0|0|201|
Warp	 	1	1	1	1	1	0	11012	7	23	7	23	7	23	7	23	0	0	0	0	0	1	0	1|1|12|29|15|0|0|0|0|0|0|0|0|215|
Warp	 	1	1	1	1	1	1	1	13	11	13	11	13	11	13	11	0	0	0	17955	0	1	0	1|2|28|19|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	1	1	1	1	1	2	28	19	28	19	28	19	28	19	0	0	0	17954	0	1	0	1|1|13|11|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	1	1	1	1	1	2	32	23	32	23	32	23	32	23	0	0	0	17955	0	1	0	1|3|30|22|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	1	1	1	1	1	3	30	22	30	22	30	22	30	22	0	0	0	17954	0	1	0	1|2|32|23|15|0|0|0|0|0|0|0|0|0|
StandEnemy	液态史莱姆	1	1	1	1	1	1	3	30	26	30	26	30	26	30	26	1	1000	1	101501	0	1	0	3|||0|6001||||1|9003|
StandEnemy	液态史莱姆	1	1	1	1	1	1	3	33	23	33	23	33	23	33	23	1	1000	1	101501	0	1	0	3|||0|6001||||1|9004|
StandEnemy	液态史莱姆	1	1	1	1	1	1	3	32	26	32	26	32	26	32	26	1	1000	0	101501	0	1	0	3|||0|6001||||1|9004|
Warp	 	1	1	1	1	1	1	3	12	20	12	20	12	20	12	20	0	0	0	103012	0	1	0	0|11012|7|23|15|0|0|0|0|0|0|0|0|201|
Warp	 	1	1	1	1	1	0	11012	7	23	7	23	7	23	7	23	0	0	0	0	0	1	0	1|3|12|20|15|0|0|0|0|0|0|0|0|215|
Warp	 	1	2	2	1	1	1	4	42	18	42	18	42	18	42	18	0	0	0	103012	0	1	0	0|11017|16|10|15|0|0|0|0|0|0|0|0|210|
Warp	 	1	2	2	1	1	0	11017	16	10	16	10	16	10	16	10	0	0	0	103012	0	1	0	1|4|42|18|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	2	2	1	1	1	4	43	18	43	18	43	18	43	18	0	0	0	13996	0	1	0	1|5|16|43|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	5	16	43	16	43	16	43	16	43	0	0	0	13997	0	1	0	1|4|43|18|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	5	19	82	19	82	19	82	19	82	0	0	0	13996	0	1	0	1|6|17|40|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	6	17	40	17	40	17	40	17	40	0	0	0	13997	0	1	0	1|5|19|82|15|0|0|0|0|0|0|0|0|0|
